,Bill,annual_bill_number,year,url
1230,"Food Standards Act, 1974",/9,/197,https://www.oireachtas.ie/en/bills/bill/1974/9/
1231,"Control of Importation, Sale and Manufacture of Contraceptives Bill, 1974",/8,/197,https://www.oireachtas.ie/en/bills/bill/1974/8/
1232,"Trade Union Act, 1975",/7,/197,https://www.oireachtas.ie/en/bills/bill/1974/7/
1233,"Anti-Discrimination (Pay) Act, 1974",/6,/197,https://www.oireachtas.ie/en/bills/bill/1974/6/
1234,"Control of Exports (Temporary Provisions) Act, 1956 (Continuance) Act, 1974",/5,/197,https://www.oireachtas.ie/en/bills/bill/1974/5/
1235,"Finance (Taxation of Profits of Certain Mines) Act, 1974",/4,/197,https://www.oireachtas.ie/en/bills/bill/1974/4/
1236,"Transport Act, 1974",/3,/197,https://www.oireachtas.ie/en/bills/bill/1974/3/
1237,"National Building Agency Limited (Amendment) Act, 1974",/2,/197,https://www.oireachtas.ie/en/bills/bill/1974/2/
1238,"Restrictive Practices (Confirmation of Orders) Act, 1974",/1,/197,https://www.oireachtas.ie/en/bills/bill/1974/1/
1239,"Local Government (Roads and Motorways) Act, 1974",36,1973,https://www.oireachtas.ie/en/bills/bill/1973/36/
1240,Exchequer and Local Financial Years Act  1974,34,1973,https://www.oireachtas.ie/en/bills/bill/1973/34/
1241,"Electoral (Amendment)(No. 2) Act, 1974",/3,/197,https://www.oireachtas.ie/en/bills/bill/1973/3/
1242,"The Leopardstown Park Hospital (Trust Deed Amendment) Act, 1974 [Private]",P1,1973,https://www.oireachtas.ie/en/bills/bill/1973/P1/
1243,"Industrial Relations Act, 1976",42,1975,https://www.oireachtas.ie/en/bills/bill/1975/42/
1244,"Anti-Discrimination (Pay)(Amendment) Bill, 1975",41,1975,https://www.oireachtas.ie/en/bills/bill/1975/41/
1245,"Pounds (Provision and Maintenance) Act, 1935 (Amendment) Bill, 1975",40,1975,https://www.oireachtas.ie/en/bills/bill/1975/40/
1246,"Regulation of Banks (Remuneration and Conditions of Employment)(Temporary Provisions) Act, 1975",39,1975,https://www.oireachtas.ie/en/bills/bill/1975/39/
1247,"Industrial Development (No. 2) Act, 1975",38,1975,https://www.oireachtas.ie/en/bills/bill/1975/38/
1248,"Corporation Tax Act, 1976",37,1975,https://www.oireachtas.ie/en/bills/bill/1975/37/
1249,"Rates on Agricultural Land (Relief) Act, 1976",36,1975,https://www.oireachtas.ie/en/bills/bill/1975/36/
1250,"Employment Equality Act, 1977",35,1975,https://www.oireachtas.ie/en/bills/bill/1975/35/
1251,"Juries Act, 1976",34,1975,https://www.oireachtas.ie/en/bills/bill/1975/34/
1252,"Harbours (No. 2) Bill, 1975",33,1975,https://www.oireachtas.ie/en/bills/bill/1975/33/
1253,"Building Societies Act, 1976",32,1975,https://www.oireachtas.ie/en/bills/bill/1975/32/
1254,"Air Navigation and Transport (No. 2) Act, 1975",31,1975,https://www.oireachtas.ie/en/bills/bill/1975/31/
1255,Harbours Act  1976,30,1975,https://www.oireachtas.ie/en/bills/bill/1975/30/
1256,"Tourist Traffic Act, 1975",29,1975,https://www.oireachtas.ie/en/bills/bill/1975/29/
1257,"Family Law (Maintenance of Spouses and Children) Act, 1976",28,1975,https://www.oireachtas.ie/en/bills/bill/1975/28/
1258,"Nítrigin Éireann Teoranta Act, 1975",27,1975,https://www.oireachtas.ie/en/bills/bill/1975/27/
1259,"Employment Premium Act, 1975",26,1975,https://www.oireachtas.ie/en/bills/bill/1975/26/
1260,"Turf Development Act, 1975",25,1975,https://www.oireachtas.ie/en/bills/bill/1975/25/
1261,"Gaeltacht Industries (Amendment) Act, 1975",24,1975,https://www.oireachtas.ie/en/bills/bill/1975/24/
1262,"Agricultural Credit Act, 1975",23,1975,https://www.oireachtas.ie/en/bills/bill/1975/23/
1263,"Finance (No. 2) Act, 1975",22,1975,https://www.oireachtas.ie/en/bills/bill/1975/22/
1264,"Industrial Development Act, 1975",21,1975,https://www.oireachtas.ie/en/bills/bill/1975/21/
1265,"Restrictive Practices (Confirmation of Order) Act, 1975",20,1975,https://www.oireachtas.ie/en/bills/bill/1975/20/
1266,"Appropriation Act, 1975",19,1975,https://www.oireachtas.ie/en/bills/bill/1975/19/
1267,"Social Welfare (Supplementary Welfare Allowances) Act, 1975",18,1975,https://www.oireachtas.ie/en/bills/bill/1975/18/
1268,"Local Authorities (Traffic Wardens) Act, 1975",17,1975,https://www.oireachtas.ie/en/bills/bill/1975/17/
1269,"Racing Board and Racecourses (Amendment) Act, 1975",16,1975,https://www.oireachtas.ie/en/bills/bill/1975/16/
1270,"Restricted Licences Conversion Fund Act, 1975",15,1975,https://www.oireachtas.ie/en/bills/bill/1975/15/
1271,"Social Welfare (Pay-Related Benefit) Act, 1975",14,1975,https://www.oireachtas.ie/en/bills/bill/1975/14/
1272,"Court of Justice of the European Communities (Perjury) Act, 1975",13,1975,https://www.oireachtas.ie/en/bills/bill/1975/13/
1273,"Agricultural Workers (Holidays)(Amendment) Act, 1975",12,1975,https://www.oireachtas.ie/en/bills/bill/1975/12/
1274,"Criminal Law (Jurisdiction) Act, 1976",11,1975,https://www.oireachtas.ie/en/bills/bill/1975/11/
1275,"Capital Acquisitions Tax Act, 1976",10,1975,https://www.oireachtas.ie/en/bills/bill/1975/10/
1276,"Wildlife Act, 1976",/9,/197,https://www.oireachtas.ie/en/bills/bill/1975/9/
1277,"Land Bond Act, 1975",/8,/197,https://www.oireachtas.ie/en/bills/bill/1975/8/
1278,"Defence Forces (Pensions)(Amendment) Act, 1975",/7,/197,https://www.oireachtas.ie/en/bills/bill/1975/7/
1279,"Social Welfare Act, 1975",/6,/197,https://www.oireachtas.ie/en/bills/bill/1975/6/
1280,"Broadcasting Authority (Amendment) Act, 1976",/5,/197,https://www.oireachtas.ie/en/bills/bill/1975/5/
1281,"Wealth Tax Act, 1975",/4,/197,https://www.oireachtas.ie/en/bills/bill/1975/4/
1282,"Companies (Amendment) Bill, 1975",/3,/197,https://www.oireachtas.ie/en/bills/bill/1975/3/
1283,"Finance Act, 1975",/2,/197,https://www.oireachtas.ie/en/bills/bill/1975/2/
1284,"Law Reform Commission Act, 1975",/1,/197,https://www.oireachtas.ie/en/bills/bill/1975/1/
1285,Capital Gains Tax Act  1975,42,1974,https://www.oireachtas.ie/en/bills/bill/1974/42/
1286,"Air Navigation and Transport Act, 1975",29,1974,https://www.oireachtas.ie/en/bills/bill/1974/29/
1287,"Trade Union Act, 1975",/7,/197,https://www.oireachtas.ie/en/bills/bill/1974/7/
1288,Bord na Gaeilge Bill 1976,44,1976,https://www.oireachtas.ie/en/bills/bill/1976/44/
1289,Údarás na Gaeltachta Bill 1976,43,1976,https://www.oireachtas.ie/en/bills/bill/1976/43/
1290,"National Agricultural Advisory, Education and Research Authority Act, 1977",42,1976,https://www.oireachtas.ie/en/bills/bill/1976/42/
1291,"Oil Pollution of the Sea (Amendment) Act, 1977",41,1976,https://www.oireachtas.ie/en/bills/bill/1976/41/
1292,"Maritime Jurisdiction (Amendment) Bill, 1976",40,1976,https://www.oireachtas.ie/en/bills/bill/1976/40/
1293,"Safety, Health and Welfare of Workers in Industry Bill 1976",39,1976,https://www.oireachtas.ie/en/bills/bill/1976/39/
1294,"Protection of Employment Act, 1977",38,1976,https://www.oireachtas.ie/en/bills/bill/1976/38/
1295,"Industrial Development Bill, 1976",37,1976,https://www.oireachtas.ie/en/bills/bill/1976/37/
1296,"Social Welfare (Consolidation) Bill, 1976",36,1976,https://www.oireachtas.ie/en/bills/bill/1976/36/
1297,"Friendly Societies (Amendment) Act, 1977",35,1976,https://www.oireachtas.ie/en/bills/bill/1976/35/
1298,"National Board for Science and Technology Act, 1977",34,1976,https://www.oireachtas.ie/en/bills/bill/1976/34/
1299,"Criminal Law Act, 1976",33,1976,https://www.oireachtas.ie/en/bills/bill/1976/33/
1300,"Emergency Powers Act, 1976",32,1976,https://www.oireachtas.ie/en/bills/bill/1976/32/
1301,"Dumping at Sea Bill, 1976",31,1976,https://www.oireachtas.ie/en/bills/bill/1976/31/
1302,"Consumer Information Act, 1978",30,1976,https://www.oireachtas.ie/en/bills/bill/1976/30/
1303,"Air Companies (Amendment) Act, 1976",29,1976,https://www.oireachtas.ie/en/bills/bill/1976/29/
1304,"Unfair Dismissals Act, 1977",28,1976,https://www.oireachtas.ie/en/bills/bill/1976/28/
1305,"Worker Participation (State Enterprises) Act, 1977",27,1976,https://www.oireachtas.ie/en/bills/bill/1976/27/
1306,"Appropriation Act, 1976",26,1976,https://www.oireachtas.ie/en/bills/bill/1976/26/
1307,"Electricity (Supply)(Amendment) Act, 1976",25,1976,https://www.oireachtas.ie/en/bills/bill/1976/25/
1308,"Regulation of Banks (Remuneration and Conditions of Employment)(Temporary Provisions) Act, 1976",24,1976,https://www.oireachtas.ie/en/bills/bill/1976/24/
1309,"Adoption Act, 1976",23,1976,https://www.oireachtas.ie/en/bills/bill/1976/23/
1310,"Fisheries (Amendment) Act, 1976",22,1976,https://www.oireachtas.ie/en/bills/bill/1976/22/
1311,"Employment Premium Act, 1976",21,1976,https://www.oireachtas.ie/en/bills/bill/1976/21/
1312,"Organisation for Economic Co-operation and Development (Financial Support Fund)(Agreement) Act, 1976",20,1976,https://www.oireachtas.ie/en/bills/bill/1976/20/
1313,"National Stud Act, 1976",19,1976,https://www.oireachtas.ie/en/bills/bill/1976/19/
1314,"Gas Act, 1976",18,1976,https://www.oireachtas.ie/en/bills/bill/1976/18/
1315,"Fóir Teoranta (Amendment) Act, 1976",17,1976,https://www.oireachtas.ie/en/bills/bill/1976/17/
1316,"Dairy Produce (Miscellaneous Provisions)(Amendment) Act, 1976",16,1976,https://www.oireachtas.ie/en/bills/bill/1976/16/
1317,"Superannuation and Pensions Act, 1976",15,1976,https://www.oireachtas.ie/en/bills/bill/1976/15/
1318,"Family Home Protection Act, 1976",14,1976,https://www.oireachtas.ie/en/bills/bill/1976/14/
1319,"Social Welfare (No. 2) Act, 1976",13,1976,https://www.oireachtas.ie/en/bills/bill/1976/13/
1320,"Public Hospitals (Amendment) Act, 1976",12,1976,https://www.oireachtas.ie/en/bills/bill/1976/12/
1321,"Finance Act, 1976",11,1976,https://www.oireachtas.ie/en/bills/bill/1976/11/
1322,"British &amp; Irish Steam Packet Company Limited (Acquisition)(Amendment) Act, 1976",10,1976,https://www.oireachtas.ie/en/bills/bill/1976/10/
1323,"Criminal Justice (Verdicts) Act, 1976",/9,/197,https://www.oireachtas.ie/en/bills/bill/1976/9/
1324,"Road Transport Bill, 1976",/8,/197,https://www.oireachtas.ie/en/bills/bill/1976/8/
1325,"Committees of the Houses of the Oireachtas (Privilege and Procedure) Act, 1976",/7,/197,https://www.oireachtas.ie/en/bills/bill/1976/7/
1326,"Foyle Fisheries (Amendment) Act, 1976",/6,/197,https://www.oireachtas.ie/en/bills/bill/1976/6/
1327,"Social Welfare Act, 1976",/5,/197,https://www.oireachtas.ie/en/bills/bill/1976/5/
1328,"Local Government (Water Pollution) Act, 1977",/4,/197,https://www.oireachtas.ie/en/bills/bill/1976/4/
1329,"Health Contributions (Amendment) Act, 1976",/3,/197,https://www.oireachtas.ie/en/bills/bill/1976/3/
1330,"Diplomatic Relations and Immunities (Amendment) Act, 1976",/2,/197,https://www.oireachtas.ie/en/bills/bill/1976/2/
1331,"Local Government Provisional Order Confirmation Act, 1976 [Private]",P1,1976,https://www.oireachtas.ie/en/bills/bill/1976/P1/
1332,"ACP-EEC Convention of Lomé (Contracts of Guarantee between State and European Investment Bank) Act, 1976",/1,/197,https://www.oireachtas.ie/en/bills/bill/1976/1/
1333,"Industrial Relations Act, 1976",42,1975,https://www.oireachtas.ie/en/bills/bill/1975/42/
1334,"Corporation Tax Act, 1976",37,1975,https://www.oireachtas.ie/en/bills/bill/1975/37/
1335,"Rates on Agricultural Land (Relief) Act, 1976",36,1975,https://www.oireachtas.ie/en/bills/bill/1975/36/
1336,"Juries Act, 1976",34,1975,https://www.oireachtas.ie/en/bills/bill/1975/34/
1337,"Building Societies Act, 1976",32,1975,https://www.oireachtas.ie/en/bills/bill/1975/32/
1338,Harbours Act  1976,30,1975,https://www.oireachtas.ie/en/bills/bill/1975/30/
1339,"Family Law (Maintenance of Spouses and Children) Act, 1976",28,1975,https://www.oireachtas.ie/en/bills/bill/1975/28/
1340,"Criminal Law (Jurisdiction) Act, 1976",11,1975,https://www.oireachtas.ie/en/bills/bill/1975/11/
1341,"Capital Acquisitions Tax Act, 1976",10,1975,https://www.oireachtas.ie/en/bills/bill/1975/10/
1342,"Wildlife Act, 1976",/9,/197,https://www.oireachtas.ie/en/bills/bill/1975/9/
1343,"Broadcasting Authority (Amendment) Act, 1976",/5,/197,https://www.oireachtas.ie/en/bills/bill/1975/5/
1344,"Local Government (Planning and Development) Act, 1976",/4,/197,https://www.oireachtas.ie/en/bills/bill/1973/4/
1345,"Shannon Free Airport Development Company Limited (Amendment) Act, 1978",38,1977,https://www.oireachtas.ie/en/bills/bill/1977/38/
1346,"Landlord and Tenant (Ground Rents)(No. 2) Act, 1978",37,1977,https://www.oireachtas.ie/en/bills/bill/1977/37/
1347,"Local Government (Financial Provisions) Act, 1978",36,1977,https://www.oireachtas.ie/en/bills/bill/1977/36/
1348,"Housing (Miscellaneous Provisions) Bill, 1977",35,1977,https://www.oireachtas.ie/en/bills/bill/1977/35/
1349,"Appropriation Act, 1977",34,1977,https://www.oireachtas.ie/en/bills/bill/1977/34/
1350,"Gaeltacht Industries (Amendment) Act, 1977",33,1977,https://www.oireachtas.ie/en/bills/bill/1977/33/
1351,"Agricultural Credit Act, 1978",32,1977,https://www.oireachtas.ie/en/bills/bill/1977/32/
1352,"Oireachtas (Allowances to Members) and Ministerial, Parliamentary and Judicial Offices (Amendment) Act, 1977",31,1977,https://www.oireachtas.ie/en/bills/bill/1977/31/
1353,"International Development Association (Amendment) Act, 1977",30,1977,https://www.oireachtas.ie/en/bills/bill/1977/30/
1354,"Landlord and Tenant (Ground Rents) Act, 1978",29,1977,https://www.oireachtas.ie/en/bills/bill/1977/29/
1355,Value Added Tax (Amendment) Act  1978,28,1977,https://www.oireachtas.ie/en/bills/bill/1977/28/
1356,"Finance (Excise Duty on Tobacco Products) Act, 1977",27,1977,https://www.oireachtas.ie/en/bills/bill/1977/27/
1357,"Control of Exports (Temporary Provisions) Act, 1956, (Continuance) Act, 1977",26,1977,https://www.oireachtas.ie/en/bills/bill/1977/26/
1358,"Nítrigin Éireann Teoranta Act, 1977",25,1977,https://www.oireachtas.ie/en/bills/bill/1977/25/
1359,"Industrial Development Act, 1977",24,1977,https://www.oireachtas.ie/en/bills/bill/1977/24/
1360,"Ministers and Secretaries (Amendment)(No. 2) Act, 1977",23,1977,https://www.oireachtas.ie/en/bills/bill/1977/23/
1361,"European Assembly Elections (No. 2) Act, 1977",22,1977,https://www.oireachtas.ie/en/bills/bill/1977/22/
1362,"Ministers and Secretaries (Amendment) Act, 1977",21,1977,https://www.oireachtas.ie/en/bills/bill/1977/21/
1363,Companies (Amendment) Act  1977,20,1977,https://www.oireachtas.ie/en/bills/bill/1977/20/
1364,"Garda Síochána Act, 1977",19,1977,https://www.oireachtas.ie/en/bills/bill/1977/19/
1365,"Industrial Credit (Amendment) Act, 1977",18,1977,https://www.oireachtas.ie/en/bills/bill/1977/18/
1366,"Medical Practitioners Act, 1978",17,1977,https://www.oireachtas.ie/en/bills/bill/1977/17/
1367,"Dairy Produce (Miscellaneous Provisions)(Amendment) Act, 1977",16,1977,https://www.oireachtas.ie/en/bills/bill/1977/16/
1368,"Consumer Protection Bill, 1977",15,1977,https://www.oireachtas.ie/en/bills/bill/1977/15/
1369,"Telephone Capital Act, 1977",14,1977,https://www.oireachtas.ie/en/bills/bill/1977/14/
1370,"Prisons Act, 1977",13,1977,https://www.oireachtas.ie/en/bills/bill/1977/13/
1371,"Finance Act, 1977",12,1977,https://www.oireachtas.ie/en/bills/bill/1977/12/
1372,Harbours Bill 1977,11,1977,https://www.oireachtas.ie/en/bills/bill/1977/11/
1373,"Export Promotion (Amendment) Act, 1977",10,1977,https://www.oireachtas.ie/en/bills/bill/1977/10/
1374,"European Assembly Elections Bill, 1977",/9,/197,https://www.oireachtas.ie/en/bills/bill/1977/9/
1375,"Courts Act, 1977",/8,/197,https://www.oireachtas.ie/en/bills/bill/1977/8/
1376,"Intoxicating Liquor Act, 1977",/7,/197,https://www.oireachtas.ie/en/bills/bill/1977/7/
1377,"Social Welfare Act, 1977",/6,/197,https://www.oireachtas.ie/en/bills/bill/1977/6/
1378,"Bretton Woods Agreements (Amendment) Act, 1977",/5,/197,https://www.oireachtas.ie/en/bills/bill/1977/5/
1379,"European Communities (Amendment) Act, 1977",/4,/197,https://www.oireachtas.ie/en/bills/bill/1977/4/
1380,"Health Contributions (Amendment) Act, 1977",/3,/197,https://www.oireachtas.ie/en/bills/bill/1977/3/
1381,"Bula Limited (Acquisition of Shares) Act, 1977",/2,/197,https://www.oireachtas.ie/en/bills/bill/1977/2/
1382,"Landlord and Tenant Bill, 1977",/1,/197,https://www.oireachtas.ie/en/bills/bill/1977/1/
1383,"National Agricultural Advisory, Education and Research Authority Act, 1977",42,1976,https://www.oireachtas.ie/en/bills/bill/1976/42/
1384,"Oil Pollution of the Sea (Amendment) Act, 1977",41,1976,https://www.oireachtas.ie/en/bills/bill/1976/41/
1385,"Protection of Employment Act, 1977",38,1976,https://www.oireachtas.ie/en/bills/bill/1976/38/
1386,"Friendly Societies (Amendment) Act, 1977",35,1976,https://www.oireachtas.ie/en/bills/bill/1976/35/
1387,"National Board for Science and Technology Act, 1977",34,1976,https://www.oireachtas.ie/en/bills/bill/1976/34/
1388,"Unfair Dismissals Act, 1977",28,1976,https://www.oireachtas.ie/en/bills/bill/1976/28/
1389,"Worker Participation (State Enterprises) Act, 1977",27,1976,https://www.oireachtas.ie/en/bills/bill/1976/27/
1390,"Local Government (Water Pollution) Act, 1977",/4,/197,https://www.oireachtas.ie/en/bills/bill/1976/4/
1391,"Employment Equality Act, 1977",35,1975,https://www.oireachtas.ie/en/bills/bill/1975/35/
1392,"Protection of Young Persons (Employment) Act, 1977",30,1974,https://www.oireachtas.ie/en/bills/bill/1974/30/
1393,"Misuse of Drugs Act, 1977",27,1973,https://www.oireachtas.ie/en/bills/bill/1973/27/
1394,"Minerals Development Act, 1979",48,1978,https://www.oireachtas.ie/en/bills/bill/1978/48/
1395,"Health (Family Planning) Act, 1979",47,1978,https://www.oireachtas.ie/en/bills/bill/1978/47/
1396,"Local Government (Toll Roads) Act, 1979",46,1978,https://www.oireachtas.ie/en/bills/bill/1978/46/
1397,"Sixth Amendment of the Constitution (Adoption) Act, 1979",45,1978,https://www.oireachtas.ie/en/bills/bill/1978/45/
1398,Appropriation Act  1978,44,1978,https://www.oireachtas.ie/en/bills/bill/1978/44/
1399,Restrictive Practices (Confirmation of Order)(No. 3) Act  1978,43,1978,https://www.oireachtas.ie/en/bills/bill/1978/43/
1400,"Health Contributions Act, 1979",42,1978,https://www.oireachtas.ie/en/bills/bill/1978/42/
1401,Air Companies (Amendment) Act  1978,41,1978,https://www.oireachtas.ie/en/bills/bill/1978/41/
1402,"Defence (Amendment) Act, 1979",40,1978,https://www.oireachtas.ie/en/bills/bill/1978/40/
1403,"National Council for Educational Awards Act, 1979",39,1978,https://www.oireachtas.ie/en/bills/bill/1978/39/
1404,"Insurance (Amendment) Act, 1978",38,1978,https://www.oireachtas.ie/en/bills/bill/1978/38/
1405,"Family Planning Bill, 1978",37,1978,https://www.oireachtas.ie/en/bills/bill/1978/37/
1406,"Sale of Goods and Supply of Services Act, 1980",36,1978,https://www.oireachtas.ie/en/bills/bill/1978/36/
1407,Industrial Development Act  1978,35,1978,https://www.oireachtas.ie/en/bills/bill/1978/35/
1408,"Film Industry Bill, 1978",34,1978,https://www.oireachtas.ie/en/bills/bill/1978/34/
1409,Exchange Control (Continuance and Amendment) Act  1978,33,1978,https://www.oireachtas.ie/en/bills/bill/1978/33/
1410,"Electricity (Supply)(Amendment) Act, 1979",32,1978,https://www.oireachtas.ie/en/bills/bill/1978/32/
1411,"Consumer Protection Bill, 1978",31,1978,https://www.oireachtas.ie/en/bills/bill/1978/31/
